"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2007","10,646.20","10,646.20","10,646.20","10,646.20","","-0.43%"
"07/16/2007","10,692.30","10,692.30","10,692.30","10,692.30","","0.14%"
"07/13/2007","10,677.40","10,677.40","10,677.40","10,677.40","","0.24%"
"07/12/2007","10,651.40","10,651.40","10,651.40","10,651.40","","1.70%"
"07/11/2007","10,473.50","10,473.50","10,473.50","10,473.50","","-0.30%"
"07/10/2007","10,505.10","10,505.10","10,505.10","10,505.10","","-1.40%"
"07/09/2007","10,654.20","10,654.20","10,654.20","10,654.20","","0.03%"
"07/06/2007","10,650.80","10,650.80","10,650.80","10,650.80","","0.71%"
"07/05/2007","10,575.50","10,575.50","10,575.50","10,575.50","","-0.62%"
"07/04/2007","10,641.90","10,641.90","10,641.90","10,641.90","","0.49%"
"07/03/2007","10,589.70","10,589.70","10,589.70","10,589.70","","0.71%"
"07/02/2007","10,514.90","10,514.90","10,514.90","10,514.90","","-0.46%"
"06/29/2007","10,563.70","10,563.70","10,563.70","10,563.70","","0.81%"
"06/28/2007","10,478.80","10,478.80","10,478.80","10,478.80","","1.09%"
"06/27/2007","10,366.10","10,366.10","10,366.10","10,366.10","","-0.20%"
"06/26/2007","10,386.50","10,386.50","10,386.50","10,386.50","","-0.82%"
"06/25/2007","10,472.80","10,472.80","10,472.80","10,472.80","","-0.34%"
"06/22/2007","10,508.40","10,508.40","10,508.40","10,508.40","","-0.11%"
"06/21/2007","10,519.80","10,519.80","10,519.80","10,519.80","","-0.99%"
"06/20/2007","10,624.60","10,624.60","10,624.60","10,624.60","","0.36%"
"06/19/2007","10,586.90","10,586.90","10,586.90","10,586.90","","-0.25%"
"06/18/2007","10,613.90","10,613.90","10,613.90","10,613.90","","-0.30%"
"06/15/2007","10,645.50","10,645.50","10,645.50","10,645.50","","0.96%"
"06/14/2007","10,544.30","10,544.30","10,544.30","10,544.30","","1.90%"
"06/13/2007","10,347.30","10,347.30","10,347.30","10,347.30","","0.61%"
"06/12/2007","10,284.40","10,284.40","10,284.40","10,284.40","","-0.71%"
"06/11/2007","10,357.50","10,357.50","10,357.50","10,357.50","","0.97%"
"06/08/2007","10,258.40","10,258.40","10,258.40","10,258.40","","-0.12%"
"06/07/2007","10,271.00","10,271.00","10,271.00","10,271.00","","-1.09%"
"06/06/2007","10,383.90","10,383.90","10,383.90","10,383.90","","-1.66%"
"06/05/2007","10,558.80","10,558.80","10,558.80","10,558.80","","-0.74%"
"06/04/2007","10,637.30","10,637.30","10,637.30","10,637.30","","-0.66%"
"06/01/2007","10,707.80","10,707.80","10,707.80","10,707.80","","1.07%"
"05/31/2007","10,594.30","10,594.30","10,594.30","10,594.30","","1.04%"
"05/30/2007","10,485.40","10,485.40","10,485.40","10,485.40","","-0.20%"
"05/29/2007","10,505.90","10,505.90","10,505.90","10,505.90","","-0.16%"
"05/28/2007","10,523.10","10,523.10","10,523.10","10,523.10","","0.23%"
"05/25/2007","10,498.90","10,498.90","10,498.90","10,498.90","","0.20%"
"05/24/2007","10,478.00","10,478.00","10,478.00","10,478.00","","-0.89%"
"05/23/2007","10,572.50","10,572.50","10,572.50","10,572.50","","0.50%"
"05/22/2007","10,519.80","10,519.80","10,519.80","10,519.80","","0.00%"
"05/21/2007","10,520.17","10,520.17","10,520.17","10,520.17","","0.21%"
"05/18/2007","10,497.92","10,497.92","10,497.92","10,497.92","","1.45%"
"05/17/2007","10,348.14","10,348.14","10,348.14","10,348.14","","0.15%"
"05/16/2007","10,332.54","10,332.54","10,332.54","10,332.54","","-0.50%"
"05/15/2007","10,384.16","10,384.16","10,384.16","10,384.16","","0.58%"
"05/14/2007","10,324.39","10,324.39","10,324.39","10,324.39","","-0.36%"
"05/11/2007","10,361.80","10,361.80","10,361.80","10,361.80","","0.63%"
"05/10/2007","10,296.60","10,296.60","10,296.60","10,296.60","","-0.58%"
"05/09/2007","10,356.82","10,356.82","10,356.82","10,356.82","","0.29%"
"05/08/2007","10,327.08","10,327.08","10,327.08","10,327.08","","-0.61%"
"05/07/2007","10,390.81","10,390.81","10,390.81","10,390.81","","0.18%"
"05/04/2007","10,372.60","10,372.60","10,372.60","10,372.60","","1.13%"
"05/03/2007","10,256.29","10,256.29","10,256.29","10,256.29","","0.30%"
"05/02/2007","10,225.84","10,225.84","10,225.84","10,225.84","","0.57%"
"04/30/2007","10,168.15","10,168.15","10,168.15","10,168.15","","0.50%"
"04/27/2007","10,117.28","10,117.28","10,117.28","10,117.28","","-0.23%"
"04/26/2007","10,140.60","10,140.60","10,140.60","10,140.60","","0.08%"
"04/25/2007","10,132.57","10,132.57","10,132.57","10,132.57","","1.04%"
"04/24/2007","10,028.13","10,028.13","10,028.13","10,028.13","","-0.53%"
"04/23/2007","10,081.43","10,081.43","10,081.43","10,081.43","","-0.36%"
"04/20/2007","10,118.21","10,118.21","10,118.21","10,118.21","","1.88%"
"04/19/2007","9,931.04","9,931.04","9,931.04","9,931.04","","-0.12%"
"04/18/2007","9,942.81","9,942.81","9,942.81","9,942.81","","-0.38%"
"04/17/2007","9,980.61","9,980.61","9,980.61","9,980.61","","-0.07%"
"04/16/2007","9,987.14","9,987.14","9,987.14","9,987.14","","1.25%"
"04/13/2007","9,863.39","9,863.39","9,863.39","9,863.39","","0.70%"
"04/12/2007","9,794.56","9,794.56","9,794.56","9,794.56","","-0.05%"
"04/11/2007","9,799.64","9,799.64","9,799.64","9,799.64","","-0.25%"
"04/10/2007","9,824.10","9,824.10","9,824.10","9,824.10","","0.43%"
"04/05/2007","9,781.69","9,781.69","9,781.69","9,781.69","","0.04%"
"04/04/2007","9,777.65","9,777.65","9,777.65","9,777.65","","0.47%"
"04/03/2007","9,731.47","9,731.47","9,731.47","9,731.47","","1.18%"
"04/02/2007","9,618.43","9,618.43","9,618.43","9,618.43","","0.20%"
"03/30/2007","9,599.01","9,599.01","9,599.01","9,599.01","","0.05%"
"03/29/2007","9,594.53","9,594.53","9,594.53","9,594.53","","1.42%"
"03/28/2007","9,460.22","9,460.22","9,460.22","9,460.22","","-0.62%"
"03/27/2007","9,518.77","9,518.77","9,518.77","9,518.77","","0.19%"
"03/26/2007","9,500.43","9,500.43","9,500.43","9,500.43","","-1.04%"
"03/23/2007","9,600.02","9,600.02","9,600.02","9,600.02","","0.65%"
"03/22/2007","9,538.04","9,538.04","9,538.04","9,538.04","","1.75%"
"03/21/2007","9,374.15","9,374.15","9,374.15","9,374.15","","-0.02%"
"03/20/2007","9,376.01","9,376.01","9,376.01","9,376.01","","0.81%"
"03/19/2007","9,300.51","9,300.51","9,300.51","9,300.51","","1.43%"
"03/16/2007","9,169.68","9,169.68","9,169.68","9,169.68","","-0.14%"
"03/15/2007","9,182.77","9,182.77","9,182.77","9,182.77","","1.77%"
"03/14/2007","9,023.27","9,023.27","9,023.27","9,023.27","","-2.52%"
"03/13/2007","9,256.18","9,256.18","9,256.18","9,256.18","","-1.15%"
"03/12/2007","9,363.75","9,363.75","9,363.75","9,363.75","","-0.75%"
"03/09/2007","9,434.90","9,434.90","9,434.90","9,434.90","","0.25%"
"03/08/2007","9,411.78","9,411.78","9,411.78","9,411.78","","1.27%"
"03/07/2007","9,293.89","9,293.89","9,293.89","9,293.89","","0.33%"
"03/06/2007","9,263.34","9,263.34","9,263.34","9,263.34","","0.97%"
"03/05/2007","9,174.56","9,174.56","9,174.56","9,174.56","","-0.73%"
"03/02/2007","9,242.16","9,242.16","9,242.16","9,242.16","","-0.62%"
"03/01/2007","9,299.57","9,299.57","9,299.57","9,299.57","","-1.05%"
"02/28/2007","9,398.24","9,398.24","9,398.24","9,398.24","","-1.27%"
"02/27/2007","9,519.47","9,519.47","9,519.47","9,519.47","","-3.02%"
"02/26/2007","9,816.13","9,816.13","9,816.13","9,816.13","","0.81%"
"02/23/2007","9,737.50","9,737.50","9,737.50","9,737.50","","0.15%"
"02/22/2007","9,722.99","9,722.99","9,722.99","9,722.99","","0.23%"
"02/21/2007","9,700.33","9,700.33","9,700.33","9,700.33","","-0.33%"
"02/20/2007","9,732.50","9,732.50","9,732.50","9,732.50","","-0.46%"
"02/19/2007","9,777.56","9,777.56","9,777.56","9,777.56","","0.46%"
"02/16/2007","9,732.75","9,732.75","9,732.75","9,732.75","","-0.13%"
"02/15/2007","9,745.16","9,745.16","9,745.16","9,745.16","","-0.09%"
"02/14/2007","9,753.61","9,753.61","9,753.61","9,753.61","","0.76%"
"02/13/2007","9,680.11","9,680.11","9,680.11","9,680.11","","0.69%"
"02/12/2007","9,614.11","9,614.11","9,614.11","9,614.11","","-0.85%"
"02/09/2007","9,696.73","9,696.73","9,696.73","9,696.73","","0.48%"
"02/08/2007","9,650.15","9,650.15","9,650.15","9,650.15","","-0.66%"
"02/07/2007","9,714.71","9,714.71","9,714.71","9,714.71","","0.46%"
"02/06/2007","9,670.04","9,670.04","9,670.04","9,670.04","","-0.08%"
"02/05/2007","9,677.41","9,677.41","9,677.41","9,677.41","","0.07%"
"02/02/2007","9,670.92","9,670.92","9,670.92","9,670.92","","0.27%"
"02/01/2007","9,645.28","9,645.28","9,645.28","9,645.28","","0.96%"
"01/31/2007","9,553.41","9,553.41","9,553.41","9,553.41","","-0.66%"
"01/30/2007","9,616.91","9,616.91","9,616.91","9,616.91","","0.46%"
"01/29/2007","9,572.81","9,572.81","9,572.81","9,572.81","","0.67%"
"01/26/2007","9,509.09","9,509.09","9,509.09","9,509.09","","-0.48%"
"01/25/2007","9,554.92","9,554.92","9,554.92","9,554.92","","-0.51%"
"01/24/2007","9,604.11","9,604.11","9,604.11","9,604.11","","1.13%"
"01/23/2007","9,496.79","9,496.79","9,496.79","9,496.79","","-0.08%"
"01/22/2007","9,504.81","9,504.81","9,504.81","9,504.81","","-0.62%"
"01/19/2007","9,564.30","9,564.30","9,564.30","9,564.30","","1.07%"
"01/18/2007","9,462.67","9,462.67","9,462.67","9,462.67","","-0.12%"
"01/17/2007","9,474.14","9,474.14","9,474.14","9,474.14","","-0.53%"
"01/16/2007","9,524.84","9,524.84","9,524.84","9,524.84","","-0.70%"
"01/15/2007","9,592.19","9,592.19","9,592.19","9,592.19","","0.24%"
"01/12/2007","9,569.26","9,569.26","9,569.26","9,569.26","","0.14%"
"01/11/2007","9,555.95","9,555.95","9,555.95","9,555.95","","1.96%"
"01/10/2007","9,372.23","9,372.23","9,372.23","9,372.23","","-0.56%"
"01/09/2007","9,425.18","9,425.18","9,425.18","9,425.18","","0.26%"
"01/08/2007","9,400.58","9,400.58","9,400.58","9,400.58","","0.02%"
"01/05/2007","9,398.47","9,398.47","9,398.47","9,398.47","","-1.03%"
"01/04/2007","9,495.92","9,495.92","9,495.92","9,495.92","","-0.65%"
"01/03/2007","9,557.86","9,557.86","9,557.86","9,557.86","","-0.12%"
"01/02/2007","9,569.41","9,569.41","9,569.41","9,569.41","","1.37%"
"12/29/2006","9,440.04","9,440.04","9,440.04","9,440.04","","0.15%"
"12/28/2006","9,425.73","9,425.73","9,425.73","9,425.73","","-0.12%"
"12/27/2006","9,437.05","9,437.05","9,437.05","9,437.05","","1.58%"
"12/22/2006","9,290.45","9,290.45","9,290.45","9,290.45","","-1.02%"
"12/21/2006","9,386.61","9,386.61","9,386.61","9,386.61","","-0.05%"
"12/20/2006","9,391.62","9,391.62","9,391.62","9,391.62","","0.54%"
"12/19/2006","9,341.10","9,341.10","9,341.10","9,341.10","","-0.82%"
"12/18/2006","9,418.70","9,418.70","9,418.70","9,418.70","","-0.20%"
"12/15/2006","9,437.94","9,437.94","9,437.94","9,437.94","","0.58%"
"12/14/2006","9,383.38","9,383.38","9,383.38","9,383.38","","0.62%"
"12/13/2006","9,325.93","9,325.93","9,325.93","9,325.93","","0.90%"
"12/12/2006","9,242.42","9,242.42","9,242.42","9,242.42","","-0.01%"
"12/11/2006","9,243.69","9,243.69","9,243.69","9,243.69","","0.81%"
"12/08/2006","9,169.78","9,169.78","9,169.78","9,169.78","","0.09%"
"12/07/2006","9,161.35","9,161.35","9,161.35","9,161.35","","0.53%"
"12/06/2006","9,112.65","9,112.65","9,112.65","9,112.65","","-0.17%"
"12/05/2006","9,128.10","9,128.10","9,128.10","9,128.10","","1.20%"
"12/04/2006","9,019.77","9,019.77","9,019.77","9,019.77","","0.80%"
"12/01/2006","8,948.18","8,948.18","8,948.18","8,948.18","","-1.37%"
"11/30/2006","9,072.74","9,072.74","9,072.74","9,072.74","","-1.00%"
"11/29/2006","9,164.04","9,164.04","9,164.04","9,164.04","","1.42%"
"11/28/2006","9,035.76","9,035.76","9,035.76","9,035.76","","-0.05%"
"11/27/2006","9,039.87","9,039.87","9,039.87","9,039.87","","-1.50%"
"11/24/2006","9,177.48","9,177.48","9,177.48","9,177.48","","-0.65%"
"11/23/2006","9,237.76","9,237.76","9,237.76","9,237.76","","-0.51%"
"11/22/2006","9,284.80","9,284.80","9,284.80","9,284.80","","-0.13%"
"11/21/2006","9,296.49","9,296.49","9,296.49","9,296.49","","0.08%"
"11/20/2006","9,288.64","9,288.64","9,288.64","9,288.64","","0.28%"
"11/17/2006","9,263.05","9,263.05","9,263.05","9,263.05","","-0.99%"
"11/16/2006","9,355.41","9,355.41","9,355.41","9,355.41","","-0.11%"
"11/15/2006","9,365.29","9,365.29","9,365.29","9,365.29","","0.66%"
"11/14/2006","9,304.28","9,304.28","9,304.28","9,304.28","","-0.26%"
"11/13/2006","9,328.55","9,328.55","9,328.55","9,328.55","","0.79%"
"11/10/2006","9,255.38","9,255.38","9,255.38","9,255.38","","-0.02%"
"11/09/2006","9,257.26","9,257.26","9,257.26","9,257.26","","0.21%"
"11/08/2006","9,237.82","9,237.82","9,237.82","9,237.82","","-0.01%"
"11/07/2006","9,238.88","9,238.88","9,238.88","9,238.88","","0.66%"
"11/06/2006","9,178.69","9,178.69","9,178.69","9,178.69","","1.24%"
"11/03/2006","9,066.46","9,066.46","9,066.46","9,066.46","","0.49%"
"11/02/2006","9,021.90","9,021.90","9,021.90","9,021.90","","-1.13%"
"11/01/2006","9,125.18","9,125.18","9,125.18","9,125.18","","0.41%"
"10/31/2006","9,087.57","9,087.57","9,087.57","9,087.57","","-0.25%"
"10/30/2006","9,110.51","9,110.51","9,110.51","9,110.51","","-0.63%"
"10/27/2006","9,167.94","9,167.94","9,167.94","9,167.94","","-0.69%"
"10/26/2006","9,232.10","9,232.10","9,232.10","9,232.10","","0.21%"
"10/25/2006","9,212.54","9,212.54","9,212.54","9,212.54","","0.33%"
"10/24/2006","9,182.40","9,182.40","9,182.40","9,182.40","","-0.13%"
"10/23/2006","9,194.75","9,194.75","9,194.75","9,194.75","","0.68%"
"10/20/2006","9,132.81","9,132.81","9,132.81","9,132.81","","0.29%"
"10/19/2006","9,106.28","9,106.28","9,106.28","9,106.28","","-0.03%"
"10/18/2006","9,108.91","9,108.91","9,108.91","9,108.91","","1.10%"
"10/17/2006","9,009.86","9,009.86","9,009.86","9,009.86","","-1.10%"
"10/16/2006","9,110.07","9,110.07","9,110.07","9,110.07","","0.16%"
"10/13/2006","9,095.22","9,095.22","9,095.22","9,095.22","","-0.15%"
"10/12/2006","9,109.29","9,109.29","9,109.29","9,109.29","","0.91%"
"10/11/2006","9,027.19","9,027.19","9,027.19","9,027.19","","0.06%"
"10/10/2006","9,021.41","9,021.41","9,021.41","9,021.41","","0.47%"
"10/09/2006","8,978.87","8,978.87","8,978.87","8,978.87","","0.05%"
"10/06/2006","8,974.30","8,974.30","8,974.30","8,974.30","","-0.12%"
"10/05/2006","8,985.30","8,985.30","8,985.30","8,985.30","","0.61%"
"10/04/2006","8,930.96","8,930.96","8,930.96","8,930.96","","0.70%"
"10/03/2006","8,868.50","8,868.50","8,868.50","8,868.50","","-0.45%"
"10/02/2006","8,908.17","8,908.17","8,908.17","8,908.17","","-0.13%"
"09/29/2006","8,919.85","8,919.85","8,919.85","8,919.85","","0.00%"
"09/28/2006","8,919.86","8,919.86","8,919.86","8,919.86","","0.13%"
"09/27/2006","8,908.11","8,908.11","8,908.11","8,908.11","","0.45%"
"09/26/2006","8,868.16","8,868.16","8,868.16","8,868.16","","1.42%"
"09/25/2006","8,743.96","8,743.96","8,743.96","8,743.96","","0.09%"
"09/22/2006","8,736.26","8,736.26","8,736.26","8,736.26","","-1.27%"
"09/21/2006","8,849.02","8,849.02","8,849.02","8,849.02","","0.30%"
"09/20/2006","8,822.54","8,822.54","8,822.54","8,822.54","","1.50%"
"09/19/2006","8,692.15","8,692.15","8,692.15","8,692.15","","-0.60%"
"09/18/2006","8,744.77","8,744.77","8,744.77","8,744.77","","0.04%"
"09/15/2006","8,741.23","8,741.23","8,741.23","8,741.23","","0.41%"
"09/14/2006","8,705.51","8,705.51","8,705.51","8,705.51","","-0.27%"
"09/13/2006","8,729.42","8,729.42","8,729.42","8,729.42","","0.23%"
"09/12/2006","8,709.10","8,709.10","8,709.10","8,709.10","","1.34%"
"09/11/2006","8,594.15","8,594.15","8,594.15","8,594.15","","-0.27%"
"09/08/2006","8,617.82","8,617.82","8,617.82","8,617.82","","0.27%"
"09/07/2006","8,594.92","8,594.92","8,594.92","8,594.92","","-1.08%"
"09/06/2006","8,689.07","8,689.07","8,689.07","8,689.07","","-1.11%"
"09/05/2006","8,786.44","8,786.44","8,786.44","8,786.44","","-0.58%"
"09/04/2006","8,838.08","8,838.08","8,838.08","8,838.08","","0.38%"
"09/01/2006","8,804.45","8,804.45","8,804.45","8,804.45","","0.36%"
"08/31/2006","8,773.17","8,773.17","8,773.17","8,773.17","","-0.34%"
"08/30/2006","8,803.33","8,803.33","8,803.33","8,803.33","","0.44%"
"08/29/2006","8,765.16","8,765.16","8,765.16","8,765.16","","0.23%"
"08/28/2006","8,745.13","8,745.13","8,745.13","8,745.13","","0.73%"
"08/25/2006","8,681.61","8,681.61","8,681.61","8,681.61","","-0.03%"
"08/24/2006","8,684.54","8,684.54","8,684.54","8,684.54","","0.59%"
"08/23/2006","8,633.37","8,633.37","8,633.37","8,633.37","","-0.89%"
"08/22/2006","8,710.83","8,710.83","8,710.83","8,710.83","","0.46%"
"08/21/2006","8,670.61","8,670.61","8,670.61","8,670.61","","-0.60%"
"08/18/2006","8,723.33","8,723.33","8,723.33","8,723.33","","-0.18%"
"08/17/2006","8,738.87","8,738.87","8,738.87","8,738.87","","0.15%"
"08/16/2006","8,726.09","8,726.09","8,726.09","8,726.09","","0.44%"
"08/15/2006","8,688.22","8,688.22","8,688.22","8,688.22","","1.35%"
"08/14/2006","8,572.56","8,572.56","8,572.56","8,572.56","","1.23%"
"08/11/2006","8,468.25","8,468.25","8,468.25","8,468.25","","0.18%"
"08/10/2006","8,453.17","8,453.17","8,453.17","8,453.17","","-0.97%"
"08/09/2006","8,535.57","8,535.57","8,535.57","8,535.57","","1.15%"
"08/08/2006","8,438.41","8,438.41","8,438.41","8,438.41","","0.23%"
"08/07/2006","8,418.69","8,418.69","8,418.69","8,418.69","","-1.68%"
"08/04/2006","8,562.41","8,562.41","8,562.41","8,562.41","","1.15%"
"08/03/2006","8,465.13","8,465.13","8,465.13","8,465.13","","-0.85%"
"08/02/2006","8,537.43","8,537.43","8,537.43","8,537.43","","1.58%"
"08/01/2006","8,404.91","8,404.91","8,404.91","8,404.91","","-1.22%"
"07/31/2006","8,508.85","8,508.85","8,508.85","8,508.85","","-0.38%"
"07/28/2006","8,541.28","8,541.28","8,541.28","8,541.28","","0.55%"
"07/27/2006","8,494.91","8,494.91","8,494.91","8,494.91","","1.18%"
"07/26/2006","8,396.02","8,396.02","8,396.02","8,396.02","","0.20%"
"07/25/2006","8,379.25","8,379.25","8,379.25","8,379.25","","0.37%"
"07/24/2006","8,348.36","8,348.36","8,348.36","8,348.36","","2.00%"
"07/21/2006","8,184.65","8,184.65","8,184.65","8,184.65","","-0.96%"
"07/20/2006","8,263.62","8,263.62","8,263.62","8,263.62","","0.38%"
"07/19/2006","8,232.18","8,232.18","8,232.18","8,232.18","","2.37%"
"07/18/2006","8,041.94","8,041.94","8,041.94","8,041.94","","-0.33%"
"07/17/2006","8,068.34","8,068.34","8,068.34","8,068.34","","-0.64%"
"07/14/2006","8,120.51","8,120.51","8,120.51","8,120.51","","-1.48%"
"07/13/2006","8,242.35","8,242.35","8,242.35","8,242.35","","-1.81%"
"07/12/2006","8,393.87","8,393.87","8,393.87","8,393.87","","0.56%"
"07/11/2006","8,347.44","8,347.44","8,347.44","8,347.44","","-1.36%"
"07/10/2006","8,462.26","8,462.26","8,462.26","8,462.26","","0.58%"
"07/07/2006","8,413.40","8,413.40","8,413.40","8,413.40","","-0.26%"
"07/06/2006","8,435.04","8,435.04","8,435.04","8,435.04","","0.92%"
"07/05/2006","8,358.35","8,358.35","8,358.35","8,358.35","","-1.24%"
"07/04/2006","8,463.63","8,463.63","8,463.63","8,463.63","","0.07%"
"07/03/2006","8,457.54","8,457.54","8,457.54","8,457.54","","0.30%"
"06/30/2006","8,432.64","8,432.64","8,432.64","8,432.64","","1.75%"
"06/29/2006","8,287.32","8,287.32","8,287.32","8,287.32","","2.23%"
"06/28/2006","8,106.67","8,106.67","8,106.67","8,106.67","","0.06%"
"06/27/2006","8,101.99","8,101.99","8,101.99","8,101.99","","-0.63%"
"06/26/2006","8,153.35","8,153.35","8,153.35","8,153.35","","-0.34%"
"06/23/2006","8,180.77","8,180.77","8,180.77","8,180.77","","0.30%"
"06/22/2006","8,156.41","8,156.41","8,156.41","8,156.41","","0.66%"
"06/21/2006","8,103.28","8,103.28","8,103.28","8,103.28","","0.09%"
"06/20/2006","8,095.97","8,095.97","8,095.97","8,095.97","","0.90%"
"06/19/2006","8,023.57","8,023.57","8,023.57","8,023.57","","0.73%"
"06/16/2006","7,965.67","7,965.67","7,965.67","7,965.67","","-0.63%"
