"Date","Price","Open","High","Low","Vol.","Change %"
"09/21/2017","13,358.94","13,337.96","13,379.56","13,333.95","","0.49%"
"09/20/2017","13,293.94","13,265.65","13,312.01","13,264.40","","0.08%"
"09/19/2017","13,283.24","13,247.33","13,285.38","13,238.31","","0.16%"
"09/18/2017","13,262.64","13,269.40","13,289.42","13,242.96","","0.30%"
"09/15/2017","13,223.18","13,240.87","13,282.18","13,192.18","","-0.22%"
"09/14/2017","13,251.81","13,201.05","13,272.96","13,192.09","","0.15%"
"09/13/2017","13,232.52","13,201.10","13,256.37","13,188.42","","0.16%"
"09/12/2017","13,210.76","13,169.50","13,236.28","13,148.51","","0.62%"
"09/11/2017","13,128.84","13,050.39","13,137.80","13,050.39","","1.24%"
"09/08/2017","12,968.49","12,932.53","12,979.66","12,900.09","","-0.02%"
"09/07/2017","12,971.36","12,982.07","13,056.19","12,942.28","","0.26%"
"09/06/2017","12,937.86","12,818.44","12,970.54","12,807.70","","0.29%"
"09/05/2017","12,900.19","12,952.53","12,999.73","12,886.30","","-0.34%"
"09/04/2017","12,944.37","12,904.57","12,971.56","12,904.57","","-0.38%"
"09/01/2017","12,993.29","12,977.89","13,031.73","12,974.73","","0.74%"
"08/31/2017","12,897.74","12,891.48","12,946.41","12,854.26","","0.58%"
"08/30/2017","12,823.55","12,841.06","12,855.98","12,797.50","","0.49%"
"08/29/2017","12,761.63","12,770.39","12,786.90","12,668.18","","-0.94%"
"08/28/2017","12,882.93","12,874.61","12,950.15","12,848.09","","-0.48%"
"08/25/2017","12,945.27","12,988.76","13,038.46","12,930.50","","-0.17%"
"08/24/2017","12,967.58","13,004.56","13,026.35","12,964.37","","-0.04%"
"08/23/2017","12,973.32","12,997.78","13,058.75","12,948.35","","-0.32%"
"08/22/2017","13,015.08","12,965.06","13,029.50","12,938.56","","0.87%"
"08/21/2017","12,902.80","12,912.25","12,949.36","12,848.54","","-0.52%"
"08/18/2017","12,970.18","12,943.09","12,977.51","12,869.50","","-0.64%"
"08/17/2017","13,053.11","13,097.98","13,137.84","13,029.18","","-0.57%"
"08/16/2017","13,128.59","13,084.17","13,188.31","13,084.17","","0.71%"
"08/15/2017","13,036.36","13,038.32","13,082.64","12,995.07","","0.36%"
"08/14/2017","12,989.24","12,890.84","13,026.06","12,883.58","","1.20%"
"08/11/2017","12,835.17","12,888.43","12,898.94","12,799.23","","-1.06%"
"08/10/2017","12,972.93","13,038.25","13,057.22","12,924.62","","-0.59%"
"08/09/2017","13,050.18","13,142.37","13,145.73","12,991.35","","-1.40%"
"08/08/2017","13,235.82","13,188.42","13,268.16","13,166.17","","0.21%"
"08/07/2017","13,207.91","13,215.12","13,240.12","13,175.87","","0.09%"
"08/04/2017","13,196.63","12,991.10","13,229.49","12,981.49","","1.42%"
"08/03/2017","13,011.61","12,927.04","13,043.11","12,894.21","","0.45%"
"08/02/2017","12,952.68","12,991.04","13,023.42","12,920.70","","-0.39%"
"08/01/2017","13,002.83","12,977.15","13,057.28","12,902.29","","0.65%"
"07/31/2017","12,918.48","13,004.37","13,056.41","12,914.36","","-0.73%"
"07/28/2017","13,013.90","13,045.96","13,045.96","12,948.80","","-1.07%"
"07/27/2017","13,154.81","13,140.08","13,234.97","13,118.86","","-0.06%"
"07/26/2017","13,162.97","13,092.14","13,209.03","13,083.40","","0.56%"
"07/25/2017","13,089.20","13,011.71","13,170.63","13,011.71","","0.65%"
"07/24/2017","13,004.53","13,019.72","13,044.56","12,919.99","","0.20%"
"07/21/2017","12,979.08","13,159.79","13,210.35","12,921.91","","-1.57%"
"07/20/2017","13,185.92","13,287.98","13,317.88","13,131.41","","-0.32%"
"07/19/2017","13,228.65","13,178.09","13,236.05","13,122.70","","0.83%"
"07/18/2017","13,120.12","13,237.78","13,272.18","13,098.19","","-1.09%"
"07/17/2017","13,264.42","13,285.31","13,305.15","13,224.19","","-0.10%"
"07/14/2017","13,277.46","13,305.08","13,306.53","13,228.44","","0.00%"
"07/13/2017","13,277.69","13,261.26","13,338.73","13,242.62","","0.25%"
"07/12/2017","13,244.03","13,081.98","13,286.87","13,080.98","","1.59%"
"07/11/2017","13,037.27","13,116.97","13,153.44","13,025.47","","-0.48%"
"07/10/2017","13,100.76","13,088.24","13,135.52","13,055.18","","0.40%"
"07/07/2017","13,048.82","13,060.56","13,074.84","13,000.20","","-0.14%"
"07/06/2017","13,067.18","13,130.09","13,131.15","12,962.60","","-0.53%"
"07/05/2017","13,137.43","13,123.97","13,168.90","13,088.65","","0.12%"
"07/04/2017","13,121.96","13,110.91","13,180.02","13,099.05","","-0.36%"
"07/03/2017","13,168.92","13,056.05","13,181.60","13,056.05","","1.47%"
"06/30/2017","12,978.71","13,072.26","13,160.46","12,969.98","","-0.65%"
"06/29/2017","13,064.05","13,352.70","13,364.63","13,037.37","","-1.88%"
"06/28/2017","13,313.84","13,270.57","13,367.18","13,189.63","","-0.11%"
"06/27/2017","13,328.25","13,389.80","13,395.10","13,275.24","","-0.70%"
"06/26/2017","13,422.44","13,420.64","13,493.37","13,406.76","","0.56%"
"06/23/2017","13,347.34","13,365.39","13,392.36","13,300.21","","-0.30%"
"06/22/2017","13,387.43","13,330.70","13,398.90","13,262.94","","0.15%"
"06/21/2017","13,367.99","13,364.78","13,397.86","13,240.81","","-0.29%"
"06/20/2017","13,406.43","13,499.95","13,522.67","13,406.43","","-0.32%"
"06/19/2017","13,449.65","13,435.73","13,501.82","13,427.71","","0.92%"
"06/16/2017","13,326.63","13,276.55","13,352.90","13,257.50","","0.89%"
"06/15/2017","13,209.09","13,255.86","13,257.18","13,107.27","","-0.50%"
"06/14/2017","13,275.95","13,378.01","13,457.42","13,275.95","","-0.35%"
"06/13/2017","13,322.67","13,303.43","13,353.10","13,288.60","","0.40%"
"06/12/2017","13,269.12","13,375.31","13,384.21","13,251.66","","-0.99%"
"06/09/2017","13,402.26","13,342.26","13,454.00","13,319.12","","0.67%"
"06/08/2017","13,312.57","13,313.69","13,378.97","13,278.26","","-0.02%"
"06/07/2017","13,315.82","13,305.42","13,453.67","13,286.73","","-0.07%"
"06/06/2017","13,325.16","13,352.92","13,393.91","13,304.26","","-0.70%"
"06/05/2017","13,418.61","13,492.38","13,509.25","13,398.07","","-0.54%"
"06/02/2017","13,491.41","13,502.64","13,566.03","13,453.01","","0.49%"
"06/01/2017","13,425.33","13,355.08","13,447.87","13,347.90","","0.66%"
"05/31/2017","13,336.88","13,393.81","13,465.28","13,336.88","","-0.28%"
"05/30/2017","13,373.83","13,336.48","13,382.43","13,292.45","","-0.21%"
"05/29/2017","13,402.62","13,390.71","13,410.92","13,362.98","","-0.02%"
"05/26/2017","13,405.42","13,385.88","13,405.72","13,269.23","","0.00%"
"05/25/2017","13,405.01","13,464.80","13,479.20","13,369.71","","-0.08%"
"05/24/2017","13,415.50","13,404.57","13,444.78","13,378.49","","0.01%"
"05/23/2017","13,414.60","13,336.74","13,466.56","13,330.11","","0.48%"
"05/22/2017","13,351.18","13,381.88","13,392.64","13,332.01","","-0.01%"
"05/19/2017","13,352.10","13,289.42","13,377.31","13,271.16","","0.66%"
"05/18/2017","13,265.18","13,315.78","13,347.86","13,136.73","","-0.53%"
"05/17/2017","13,335.78","13,481.06","13,528.80","13,284.49","","-1.61%"
"05/16/2017","13,553.41","13,533.54","13,581.06","13,512.86","","0.15%"
"05/15/2017","13,533.78","13,518.49","13,533.78","13,451.79","","0.33%"
"05/12/2017","13,489.84","13,443.36","13,489.84","13,415.14","","0.44%"
"05/11/2017","13,431.13","13,497.20","13,497.41","13,363.73","","-0.32%"
"05/10/2017","13,473.64","13,469.52","13,478.33","13,416.97","","0.05%"
"05/09/2017","13,467.53","13,482.83","13,506.42","13,457.86","","0.28%"
"05/08/2017","13,429.96","13,577.30","13,577.30","13,408.15","","-0.75%"
"05/05/2017","13,531.36","13,314.04","13,531.36","13,309.33","","1.39%"
"05/04/2017","13,345.73","13,189.17","13,345.73","13,176.91","","1.35%"
"05/03/2017","13,168.31","13,165.18","13,169.83","13,122.26","","-0.01%"
"05/02/2017","13,169.77","13,121.94","13,174.24","13,095.64","","0.73%"
"04/28/2017","13,074.04","13,074.86","13,124.94","13,069.15","","-0.01%"
"04/27/2017","13,075.52","13,088.60","13,093.53","13,050.79","","-0.31%"
"04/26/2017","13,115.65","13,078.39","13,137.09","13,072.09","","0.19%"
"04/25/2017","13,090.85","13,082.13","13,129.30","13,045.63","","0.24%"
"04/24/2017","13,059.61","13,057.21","13,125.58","12,959.74","","4.18%"
"04/21/2017","12,535.85","12,546.16","12,591.37","12,461.16","","-0.37%"
"04/20/2017","12,582.21","12,370.49","12,621.07","12,362.54","","1.48%"
"04/19/2017","12,398.39","12,357.69","12,417.21","12,340.65","","0.34%"
"04/18/2017","12,356.87","12,574.62","12,579.01","12,356.87","","-1.52%"
"04/13/2017","12,548.16","12,596.10","12,596.10","12,526.41","","-0.59%"
"04/12/2017","12,622.41","12,655.55","12,725.60","12,604.76","","-0.01%"
"04/11/2017","12,624.25","12,586.54","12,667.12","12,541.09","","-0.11%"
"04/10/2017","12,638.08","12,687.36","12,687.36","12,613.62","","-0.54%"
"04/07/2017","12,706.96","12,631.37","12,706.96","12,614.82","","0.27%"
"04/06/2017","12,672.72","12,529.64","12,685.83","12,499.92","","0.58%"
"04/05/2017","12,599.50","12,631.32","12,678.51","12,589.18","","-0.18%"
"04/04/2017","12,622.47","12,588.98","12,622.47","12,561.14","","0.30%"
"04/03/2017","12,584.80","12,694.33","12,701.14","12,577.95","","-0.71%"
"03/31/2017","12,675.36","12,563.49","12,675.36","12,539.83","","0.65%"
"03/30/2017","12,594.02","12,559.30","12,597.19","12,528.28","","0.41%"
"03/29/2017","12,543.04","12,529.85","12,553.43","12,482.13","","0.45%"
"03/28/2017","12,486.54","12,439.34","12,491.25","12,393.68","","0.57%"
"03/27/2017","12,415.35","12,310.62","12,416.46","12,300.67","","-0.02%"
"03/24/2017","12,418.25","12,433.80","12,433.80","12,375.42","","-0.24%"
"03/23/2017","12,447.59","12,358.20","12,448.02","12,318.48","","0.76%"
"03/22/2017","12,353.44","12,290.15","12,379.06","12,251.73","","-0.15%"
"03/21/2017","12,372.57","12,441.25","12,502.35","12,343.42","","-0.19%"
"03/20/2017","12,396.62","12,386.57","12,440.84","12,376.68","","-0.21%"
"03/17/2017","12,422.58","12,366.92","12,443.84","12,353.79","","0.32%"
"03/16/2017","12,383.40","12,417.30","12,428.34","12,361.77","","0.56%"
"03/15/2017","12,314.48","12,301.08","12,323.93","12,266.51","","0.23%"
"03/14/2017","12,286.77","12,365.29","12,365.29","12,248.79","","-0.51%"
"03/13/2017","12,349.37","12,345.13","12,382.66","12,315.92","","0.13%"
"03/10/2017","12,333.85","12,335.54","12,404.94","12,326.03","","0.24%"
"03/09/2017","12,304.69","12,228.17","12,322.27","12,201.82","","0.42%"
"03/08/2017","12,252.75","12,205.06","12,291.18","12,186.61","","0.11%"
"03/07/2017","12,239.19","12,288.09","12,288.09","12,205.26","","-0.35%"
"03/06/2017","12,281.68","12,310.73","12,313.91","12,252.20","","-0.46%"
"03/03/2017","12,338.32","12,235.01","12,356.09","12,223.34","","0.63%"
"03/02/2017","12,260.95","12,264.56","12,283.37","12,240.21","","0.06%"
"03/01/2017","12,253.61","12,097.13","12,277.82","12,097.13","","2.10%"
"02/28/2017","12,001.04","12,011.10","12,019.25","11,946.73","","0.28%"
"02/27/2017","11,967.95","12,014.76","12,028.04","11,939.77","","0.00%"
"02/24/2017","11,968.08","12,070.03","12,078.93","11,872.36","","-0.94%"
"02/23/2017","12,081.85","12,105.31","12,143.96","12,055.15","","-0.09%"
"02/22/2017","12,093.18","12,102.49","12,159.26","12,019.67","","0.15%"
"02/21/2017","12,075.58","12,019.08","12,104.45","11,979.61","","0.49%"
"02/20/2017","12,016.86","12,089.15","12,106.84","11,994.95","","-0.05%"
"02/17/2017","12,023.27","12,095.87","12,111.14","11,962.58","","-0.65%"
"02/16/2017","12,102.01","12,166.43","12,173.14","12,079.83","","-0.52%"
"02/15/2017","12,164.77","12,129.45","12,183.27","12,109.03","","0.59%"
"02/14/2017","12,093.03","12,071.80","12,098.13","12,051.27","","0.16%"
"02/13/2017","12,074.19","11,965.57","12,119.93","11,959.09","","1.24%"
"02/10/2017","11,926.29","11,962.34","11,968.60","11,895.05","","0.04%"
"02/09/2017","11,921.16","11,839.09","11,933.68","11,781.90","","1.25%"
"02/08/2017","11,773.84","11,777.30","11,832.36","11,692.87","","0.26%"
"02/07/2017","11,743.88","11,762.89","11,826.55","11,732.91","","-0.49%"
"02/06/2017","11,802.21","11,929.62","11,958.00","11,790.51","","-0.96%"
"02/03/2017","11,916.61","11,874.72","11,971.07","11,863.49","","0.65%"
"02/02/2017","11,839.74","11,817.12","11,884.23","11,790.14","","-0.01%"
"02/01/2017","11,840.44","11,821.35","11,912.99","11,810.89","","0.96%"
"01/31/2017","11,727.63","11,829.83","11,884.83","11,727.63","","-0.75%"
"01/30/2017","11,815.91","11,911.85","11,929.62","11,784.63","","-1.14%"
"01/27/2017","11,952.56","12,020.04","12,020.04","11,927.18","","-0.56%"
"01/26/2017","12,019.88","12,080.68","12,103.43","11,991.52","","-0.21%"
"01/25/2017","12,045.63","12,014.58","12,076.48","11,988.55","","0.99%"
"01/24/2017","11,927.99","11,932.73","11,953.84","11,895.14","","0.18%"
"01/23/2017","11,906.71","11,895.77","11,959.96","11,854.78","","-0.60%"
"01/20/2017","11,978.95","11,938.55","12,025.17","11,900.46","","0.20%"
"01/19/2017","11,955.43","12,001.41","12,020.73","11,927.48","","-0.25%"
"01/18/2017","11,985.70","12,037.33","12,040.86","11,920.66","","-0.13%"
"01/17/2017","12,001.23","12,014.82","12,074.01","11,956.80","","-0.46%"
"01/16/2017","12,056.77","12,059.87","12,128.90","12,050.90","","-0.80%"
"01/13/2017","12,153.93","12,072.34","12,159.08","12,056.57","","1.20%"
"01/12/2017","12,009.43","12,031.76","12,071.75","11,993.31","","-0.51%"
"01/11/2017","12,070.51","12,073.79","12,139.09","11,990.88","","0.01%"
"01/10/2017","12,069.32","12,084.70","12,113.57","12,020.61","","0.01%"
"01/09/2017","12,067.69","12,136.29","12,136.91","12,018.95","","-0.45%"
"01/06/2017","12,122.69","12,061.82","12,126.76","12,035.24","","0.19%"
"01/05/2017","12,099.96","12,053.26","12,112.82","12,036.14","","0.03%"
"01/04/2017","12,096.91","12,130.37","12,132.81","12,047.10","","0.00%"
"01/03/2017","12,096.74","12,110.16","12,171.51","12,088.77","","0.35%"
"01/02/2017","12,054.89","11,964.97","12,088.54","11,959.96","","0.41%"
"12/30/2016","12,005.34","11,944.52","12,010.23","11,913.55","","0.49%"
"12/29/2016","11,946.46","11,912.59","11,964.24","11,906.47","","-0.20%"
"12/28/2016","11,970.03","11,965.40","11,978.66","11,950.60","","-0.01%"
"12/27/2016","11,970.70","11,950.66","11,981.24","11,942.84","","0.18%"
"12/23/2016","11,949.46","11,943.86","11,962.10","11,915.51","","0.10%"
"12/22/2016","11,936.98","11,913.59","11,954.32","11,897.92","","0.02%"
"12/21/2016","11,934.99","11,929.42","11,978.64","11,903.96","","-0.19%"
"12/20/2016","11,958.27","11,890.24","11,964.89","11,872.80","","0.56%"
"12/19/2016","11,891.39","11,885.78","11,908.09","11,865.04","","-0.20%"
"12/16/2016","11,914.83","11,870.67","11,973.23","11,844.40","","0.29%"
"12/15/2016","11,880.24","11,775.72","11,907.51","11,774.48","","1.05%"
"12/14/2016","11,756.99","11,780.96","11,809.74","11,746.56","","-0.72%"
"12/13/2016","11,842.37","11,719.96","11,852.32","11,701.07","","0.91%"
"12/12/2016","11,736.13","11,758.48","11,785.86","11,719.79","","-0.07%"
"12/09/2016","11,744.26","11,687.63","11,784.95","11,678.46","","0.60%"
"12/08/2016","11,673.78","11,610.70","11,705.88","11,558.16","","0.87%"
"12/07/2016","11,573.29","11,528.65","11,573.29","11,484.57","","1.36%"
"12/06/2016","11,418.53","11,282.77","11,438.18","11,238.47","","1.26%"
"12/05/2016","11,276.50","11,109.75","11,353.47","11,098.76","","1.04%"
"12/02/2016","11,159.88","11,157.46","11,200.37","11,064.59","","-0.70%"
"12/01/2016","11,238.21","11,264.32","11,292.98","11,189.93","","-0.39%"
"11/30/2016","11,281.90","11,209.55","11,329.22","11,206.11","","0.59%"
"11/29/2016","11,215.66","11,105.94","11,215.66","11,075.03","","0.95%"
"11/28/2016","11,110.11","11,193.10","11,195.69","11,082.56","","-0.86%"
"11/25/2016","11,205.98","11,202.49","11,218.78","11,141.97","","0.17%"
"11/24/2016","11,187.00","11,173.96","11,210.33","11,133.46","","0.29%"
"11/23/2016","11,154.12","11,224.85","11,228.00","11,104.40","","-0.42%"
"11/22/2016","11,201.26","11,234.12","11,258.97","11,184.58","","0.41%"
"11/21/2016","11,155.02","11,144.87","11,182.76","11,032.18","","0.56%"
"11/18/2016","11,092.90","11,198.05","11,209.33","11,074.16","","-0.52%"
"11/17/2016","11,150.58","11,068.72","11,150.58","11,039.28","","0.59%"
"11/16/2016","11,084.98","11,195.20","11,202.43","11,032.78","","-0.78%"
"11/15/2016","11,172.14","11,143.70","11,184.29","11,092.91","","0.62%"
"11/14/2016","11,103.24","11,151.26","11,232.11","11,062.55","","0.43%"
"11/11/2016","11,055.77","11,193.12","11,214.70","11,016.55","","-0.92%"
"11/10/2016","11,158.39","11,271.83","11,344.86","11,088.93","","-0.28%"
"11/09/2016","11,189.25","10,712.96","11,189.25","10,700.16","","1.49%"
"11/08/2016","11,025.26","10,970.35","11,039.29","10,950.18","","0.39%"
"11/07/2016","10,982.86","10,930.94","10,990.30","10,906.36","","1.91%"
"11/04/2016","10,776.70","10,839.95","10,841.14","10,723.40","","-0.78%"
"11/03/2016","10,860.94","10,839.06","10,970.56","10,830.42","","-0.07%"
"11/02/2016","10,868.29","10,925.72","10,953.91","10,868.29","","-1.24%"
"11/01/2016","11,005.21","11,157.99","11,171.91","10,981.22","","-0.86%"
"10/31/2016","11,101.18","11,141.38","11,177.49","11,078.85","","-0.86%"
"10/28/2016","11,197.96","11,115.92","11,212.18","11,089.45","","0.33%"
"10/27/2016","11,161.02","11,143.22","11,218.07","11,084.64","","-0.02%"
"10/26/2016","11,163.51","11,137.36","11,174.56","11,070.91","","-0.14%"
"10/25/2016","11,178.92","11,227.21","11,252.25","11,147.38","","-0.26%"
"10/24/2016","11,207.80","11,205.71","11,273.54","11,205.34","","0.36%"
"10/21/2016","11,167.17","11,193.20","11,214.05","11,122.19","","-0.09%"
"10/20/2016","11,177.14","11,148.92","11,206.97","11,079.96","","0.44%"
"10/19/2016","11,128.34","11,111.57","11,149.68","11,068.38","","0.25%"
"10/18/2016","11,100.31","11,028.35","11,116.80","11,016.42","","1.32%"
"10/17/2016","10,955.84","10,961.98","11,015.17","10,930.44","","-0.46%"
"10/14/2016","11,006.77","10,891.87","11,072.57","10,891.87","","1.49%"
"10/13/2016","10,844.92","10,885.87","10,885.87","10,759.92","","-1.06%"
"10/12/2016","10,960.79","10,997.33","11,014.81","10,935.64","","-0.36%"
"10/11/2016","10,999.89","11,046.82","11,119.03","10,993.86","","-0.57%"
"10/10/2016","11,062.66","10,966.24","11,070.81","10,894.08","","1.06%"
"10/07/2016","10,946.18","11,021.49","11,037.40","10,932.42","","-0.67%"
"10/06/2016","11,020.43","11,070.28","11,098.61","10,995.88","","-0.22%"
"10/05/2016","11,044.67","10,977.69","11,067.86","10,924.88","","-0.29%"
"10/04/2016","11,077.00","10,967.74","11,121.92","10,955.42","","1.11%"
"10/03/2016","10,955.15","10,940.35","10,984.01","10,904.02","","0.12%"
"09/30/2016","10,942.12","10,783.31","10,979.34","10,682.32","","0.10%"
"09/29/2016","10,931.25","11,046.14","11,082.43","10,907.26","","0.26%"
"09/28/2016","10,903.22","10,855.67","10,972.93","10,855.67","","0.77%"
"09/27/2016","10,820.15","10,911.82","10,918.18","10,732.35","","-0.06%"
"09/26/2016","10,826.42","10,943.67","10,943.67","10,811.84","","-1.80%"
"09/23/2016","11,024.98","11,039.26","11,048.80","10,995.93","","-0.47%"
"09/22/2016","11,076.87","10,916.45","11,123.72","10,914.40","","2.27%"
"09/21/2016","10,830.60","10,904.65","10,933.18","10,827.53","","0.48%"
"09/20/2016","10,779.15","10,766.14","10,856.02","10,747.14","","-0.13%"
"09/19/2016","10,792.87","10,730.62","10,804.62","10,730.62","","1.42%"
"09/16/2016","10,641.24","10,708.59","10,758.35","10,588.33","","-0.93%"
"09/15/2016","10,741.37","10,702.23","10,761.81","10,662.32","","0.07%"
"09/14/2016","10,734.09","10,825.45","10,825.51","10,711.22","","-0.39%"
"09/13/2016","10,775.66","10,962.52","10,979.45","10,775.66","","-1.19%"
"09/12/2016","10,904.89","10,844.55","10,904.89","10,773.01","","-1.15%"
"09/09/2016","11,031.65","11,129.94","11,155.34","11,006.32","","-1.12%"
"09/08/2016","11,156.42","11,185.76","11,223.77","11,017.08","","-0.34%"
"09/07/2016","11,194.37","11,143.51","11,203.48","11,102.40","","0.61%"
"09/06/2016","11,126.36","11,191.16","11,195.10","11,110.32","","-0.24%"
"09/05/2016","11,153.66","11,177.58","11,216.21","11,153.66","","-0.02%"
"09/02/2016","11,156.33","10,957.67","11,170.75","10,921.36","","2.31%"
"09/01/2016","10,904.57","10,925.10","11,030.44","10,861.10","","0.03%"
"08/31/2016","10,901.03","10,933.38","11,020.45","10,901.03","","-0.43%"
"08/30/2016","10,948.35","10,904.59","10,991.42","10,901.50","","0.75%"
"08/29/2016","10,866.70","10,859.84","10,900.03","10,782.69","","-0.40%"
"08/26/2016","10,909.97","10,805.82","10,943.73","10,776.96","","0.80%"
"08/25/2016","10,823.38","10,842.54","10,844.74","10,752.60","","-0.65%"
"08/24/2016","10,894.26","10,780.55","10,939.10","10,764.67","","0.32%"
"08/23/2016","10,859.82","10,822.72","10,895.92","10,816.98","","0.72%"
"08/22/2016","10,782.43","10,800.72","10,912.92","10,752.37","","-0.24%"
"08/19/2016","10,808.43","10,895.79","10,897.69","10,742.66","","-0.82%"
"08/18/2016","10,898.17","10,908.34","10,923.20","10,839.23","","0.44%"
"08/17/2016","10,850.56","10,991.68","11,000.14","10,844.78","","-0.96%"
"08/16/2016","10,955.60","10,993.98","11,051.75","10,947.76","","-0.83%"
"08/15/2016","11,047.51","11,061.73","11,121.62","11,039.22","","-0.05%"
"08/12/2016","11,053.22","11,055.35","11,077.46","11,029.30","","-0.08%"
"08/11/2016","11,062.46","10,982.27","11,062.46","10,921.26","","1.17%"
"08/10/2016","10,934.90","10,913.69","10,968.97","10,906.76","","-0.36%"
"08/09/2016","10,974.32","10,838.72","10,974.99","10,833.47","","1.19%"
"08/08/2016","10,845.12","10,853.85","10,908.23","10,825.14","","0.11%"
"08/05/2016","10,833.07","10,716.11","10,848.07","10,712.79","","1.49%"
"08/04/2016","10,673.60","10,670.04","10,708.39","10,622.47","","0.57%"
"08/03/2016","10,613.29","10,675.27","10,679.28","10,545.07","","-0.16%"
"08/02/2016","10,630.27","10,796.98","10,802.73","10,612.82","","-1.84%"
"08/01/2016","10,829.66","10,979.04","10,997.35","10,795.66","","-0.69%"
"07/29/2016","10,904.93","10,879.58","10,904.93","10,827.74","","0.44%"
"07/28/2016","10,857.69","10,923.09","10,990.54","10,857.69","","-0.59%"
"07/27/2016","10,922.48","10,867.56","10,978.83","10,867.56","","1.19%"
"07/26/2016","10,794.30","10,771.09","10,821.20","10,693.21","","0.15%"
"07/25/2016","10,777.67","10,762.02","10,855.71","10,728.70","","0.16%"
"07/22/2016","10,760.73","10,722.11","10,803.35","10,672.61","","0.11%"
"07/21/2016","10,748.82","10,763.31","10,782.34","10,662.08","","-0.08%"
"07/20/2016","10,757.44","10,695.57","10,786.45","10,643.46","","1.15%"
"07/19/2016","10,635.53","10,673.03","10,702.36","10,571.87","","-0.63%"
"07/18/2016","10,703.35","10,745.95","10,827.11","10,645.92","","-0.34%"
"07/15/2016","10,739.61","10,727.16","10,767.09","10,666.58","","-0.30%"
"07/14/2016","10,771.58","10,747.38","10,813.00","10,673.13","","1.16%"
"07/13/2016","10,648.13","10,634.06","10,705.64","10,615.30","","0.09%"
"07/12/2016","10,638.60","10,493.86","10,666.32","10,490.27","","1.57%"
"07/11/2016","10,474.41","10,368.04","10,492.03","10,334.02","","1.76%"
"07/08/2016","10,293.01","10,086.64","10,341.31","10,076.88","","1.77%"
"07/07/2016","10,114.13","10,108.36","10,237.03","10,095.43","","0.80%"
"07/06/2016","10,034.18","10,137.07","10,201.44","9,977.02","","-1.86%"
"07/05/2016","10,223.97","10,323.56","10,353.26","10,188.05","","-1.69%"
"07/04/2016","10,399.42","10,531.08","10,531.45","10,394.86","","-0.86%"
"07/01/2016","10,489.94","10,458.34","10,526.46","10,353.45","","0.86%"
"06/30/2016","10,400.40","10,264.51","10,429.97","10,199.06","","1.01%"
"06/29/2016","10,296.91","10,159.60","10,323.75","10,131.88","","2.60%"
"06/28/2016","10,035.60","10,000.05","10,109.80","9,964.54","","2.61%"
"06/27/2016","9,780.02","9,998.47","10,100.73","9,708.86","","-2.97%"
"06/24/2016","10,079.48","10,098.76","10,305.70","9,837.09","","-8.04%"
"06/23/2016","10,961.02","10,810.78","11,021.52","10,780.93","","1.96%"
"06/22/2016","10,750.26","10,795.36","10,840.95","10,731.45","","0.29%"
"06/21/2016","10,718.89","10,641.99","10,757.31","10,607.14","","0.69%"
"06/20/2016","10,644.91","10,547.86","10,670.52","10,527.05","","3.50%"
"06/17/2016","10,284.58","10,249.32","10,345.21","10,226.65","","1.09%"
"06/16/2016","10,174.01","10,084.57","10,196.67","10,068.23","","-0.45%"
"06/15/2016","10,219.51","10,222.33","10,298.96","10,196.38","","1.00%"
"06/14/2016","10,118.46","10,228.41","10,287.74","10,112.42","","-2.29%"
"06/13/2016","10,355.31","10,421.37","10,475.26","10,355.31","","-1.85%"
"06/10/2016","10,550.58","10,756.59","10,756.59","10,536.73","","-2.24%"
"06/09/2016","10,792.83","10,869.77","10,873.11","10,765.67","","-0.97%"
"06/08/2016","10,898.48","10,929.20","10,958.63","10,865.70","","-0.61%"
"06/07/2016","10,964.94","10,885.43","10,990.92","10,880.04","","1.19%"
"06/06/2016","10,836.38","10,796.35","10,866.06","10,796.35","","0.24%"
"06/03/2016","10,810.83","10,947.83","10,982.96","10,749.39","","-0.96%"
"06/02/2016","10,915.46","10,922.38","10,965.46","10,869.81","","0.05%"
"06/01/2016","10,910.50","10,977.43","10,987.91","10,868.84","","-0.67%"
"05/31/2016","10,984.21","11,049.28","11,059.91","10,962.78","","-0.49%"
"05/30/2016","11,038.69","10,984.34","11,042.94","10,975.61","","0.37%"
"05/27/2016","10,997.88","10,958.18","11,006.35","10,944.92","","0.11%"
"05/26/2016","10,985.57","10,901.67","10,988.34","10,900.20","","0.69%"
"05/25/2016","10,910.11","10,852.27","10,931.01","10,823.42","","1.28%"
"05/24/2016","10,771.82","10,474.72","10,793.92","10,453.32","","2.46%"
"05/23/2016","10,513.15","10,561.16","10,590.74","10,452.56","","-0.50%"
"05/20/2016","10,566.04","10,492.56","10,566.04","10,465.51","","1.67%"
"05/19/2016","10,392.86","10,416.43","10,470.22","10,373.43","","-0.85%"
"05/18/2016","10,482.06","10,375.50","10,489.11","10,356.86","","0.51%"
"05/17/2016","10,429.33","10,496.06","10,586.36","10,371.88","","-0.19%"
"05/16/2016","10,449.07","10,396.65","10,458.73","10,345.69","","-0.18%"
"05/13/2016","10,467.75","10,334.04","10,504.26","10,305.86","","0.69%"
"05/12/2016","10,396.21","10,402.20","10,562.35","10,332.44","","-0.54%"
"05/11/2016","10,452.88","10,497.61","10,510.98","10,386.80","","-0.50%"
"05/10/2016","10,505.03","10,504.65","10,593.24","10,461.74","","0.73%"
