"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2021","18,619.57","18,558.42","18,663.14","18,485.84","","0.22%"
"07/02/2021","18,577.92","18,632.20","18,662.79","18,541.83","","-0.01%"
"07/01/2021","18,580.66","18,569.31","18,677.97","18,433.89","","0.71%"
"06/30/2021","18,450.28","18,604.32","18,643.10","18,355.59","","-0.91%"
"06/29/2021","18,619.25","18,609.71","18,711.25","18,601.27","","0.14%"
"06/28/2021","18,592.57","18,745.57","18,807.20","18,589.35","","-0.98%"
"06/25/2021","18,776.42","18,818.42","18,830.38","18,725.37","","-0.12%"
"06/24/2021","18,799.91","18,643.92","18,824.47","18,634.67","","1.33%"
"06/23/2021","18,552.67","18,738.56","18,745.05","18,552.67","","-0.88%"
"06/22/2021","18,718.06","18,713.77","18,748.36","18,638.80","","0.14%"
"06/21/2021","18,692.70","18,473.26","18,708.12","18,434.47","","0.51%"
"06/18/2021","18,597.81","18,847.12","18,932.25","18,572.22","","-1.46%"
"06/17/2021","18,872.70","18,789.03","18,895.66","18,774.67","","0.20%"
"06/16/2021","18,834.17","18,847.95","18,853.21","18,776.73","","0.20%"
"06/15/2021","18,797.01","18,808.03","18,842.67","18,782.66","","0.42%"
"06/14/2021","18,719.28","18,745.31","18,815.50","18,670.95","","0.24%"
"06/11/2021","18,674.89","18,532.41","18,694.56","18,531.10","","0.83%"
"06/10/2021","18,521.65","18,601.12","18,601.12","18,464.34","","-0.25%"
"06/09/2021","18,567.45","18,563.15","18,588.30","18,482.37","","0.19%"
"06/08/2021","18,532.27","18,517.20","18,597.90","18,503.12","","0.11%"
"06/07/2021","18,511.18","18,416.24","18,558.79","18,347.87","","0.47%"
"06/04/2021","18,424.33","18,420.38","18,430.73","18,372.65","","0.12%"
"06/03/2021","18,402.42","18,432.57","18,442.90","18,305.59","","-0.21%"
"06/02/2021","18,440.90","18,351.48","18,441.74","18,329.43","","0.52%"
"06/01/2021","18,346.25","18,292.57","18,437.18","18,276.45","","0.66%"
"05/31/2021","18,226.85","18,329.04","18,365.79","18,211.55","","-0.56%"
"05/28/2021","18,329.60","18,242.03","18,356.73","18,230.01","","0.80%"
"05/27/2021","18,183.25","18,025.36","18,273.69","18,025.36","","0.69%"
"05/26/2021","18,058.61","18,093.52","18,121.11","18,012.12","","0.04%"
"05/25/2021","18,051.26","18,125.62","18,143.20","18,051.26","","-0.23%"
"05/24/2021","18,092.24","18,056.90","18,092.24","18,019.57","","0.50%"
"05/21/2021","18,002.94","17,930.98","18,047.18","17,905.80","","0.68%"
"05/20/2021","17,882.20","17,748.78","17,882.20","17,667.87","","1.29%"
"05/19/2021","17,653.78","17,736.95","17,788.94","17,455.84","","-1.43%"
"05/18/2021","17,910.65","18,058.55","18,077.51","17,882.84","","-0.14%"
"05/17/2021","17,936.17","18,020.22","18,056.79","17,885.43","","-0.19%"
"05/14/2021","17,970.36","17,831.56","17,971.86","17,734.11","","1.55%"
"05/13/2021","17,696.82","17,503.76","17,739.83","17,308.76","","0.14%"
"05/12/2021","17,671.57","17,616.05","17,727.55","17,543.82","","0.19%"
"05/11/2021","17,637.89","17,769.85","17,798.10","17,521.74","","-1.86%"
"05/10/2021","17,971.68","17,998.04","17,998.66","17,918.45","","0.21%"
"05/07/2021","17,933.32","17,942.87","17,946.01","17,812.38","","0.64%"
"05/06/2021","17,820.09","17,797.14","17,877.52","17,720.94","","0.28%"
"05/05/2021","17,769.53","17,615.94","17,769.53","17,589.77","","1.65%"
"05/04/2021","17,480.37","17,669.66","17,771.32","17,444.15","","-0.83%"
"05/03/2021","17,627.55","17,564.98","17,647.15","17,473.19","","0.61%"
"04/30/2021","17,520.17","17,651.07","17,661.74","17,518.44","","-0.53%"
"04/29/2021","17,612.65","17,720.37","17,751.79","17,570.36","","-0.07%"
"04/28/2021","17,624.98","17,586.50","17,661.66","17,559.70","","0.53%"
"04/27/2021","17,532.14","17,531.02","17,556.61","17,480.89","","0.05%"
"04/26/2021","17,523.17","17,468.79","17,560.23","17,426.78","","0.28%"
"04/23/2021","17,474.10","17,478.82","17,537.95","17,388.23","","-0.15%"
"04/22/2021","17,500.16","17,396.67","17,519.48","17,383.77","","0.91%"
"04/21/2021","17,341.78","17,258.39","17,387.81","17,252.71","","0.74%"
"04/20/2021","17,214.88","17,538.29","17,549.97","17,184.01","","-1.94%"
"04/19/2021","17,556.28","17,550.84","17,618.71","17,546.47","","0.15%"
"04/16/2021","17,529.46","17,369.36","17,564.21","17,368.40","","0.85%"
"04/15/2021","17,381.89","17,339.78","17,410.03","17,313.44","","0.41%"
"04/14/2021","17,310.63","17,327.10","17,336.16","17,271.49","","0.40%"
"04/13/2021","17,242.37","17,208.28","17,267.84","17,165.37","","0.36%"
"04/12/2021","17,179.85","17,195.58","17,239.36","17,151.52","","-0.13%"
"04/09/2021","17,201.39","17,207.51","17,254.59","17,179.12","","0.06%"
"04/08/2021","17,191.12","17,156.66","17,207.10","17,136.74","","0.57%"
"04/07/2021","17,093.37","17,112.79","17,159.51","17,060.60","","-0.01%"
"04/06/2021","17,095.27","17,161.83","17,172.65","17,079.65","","0.47%"
"04/01/2021","17,016.13","16,951.19","17,024.95","16,907.12","","0.59%"
"03/31/2021","16,916.51","16,966.11","17,001.58","16,897.02","","-0.34%"
"03/30/2021","16,974.54","16,853.24","16,994.17","16,844.47","","1.21%"
"03/29/2021","16,772.30","16,715.11","16,811.75","16,688.25","","0.45%"
"03/26/2021","16,697.87","16,671.14","16,737.30","16,624.38","","0.61%"
"03/25/2021","16,596.38","16,481.17","16,596.38","16,411.44","","0.21%"
"03/24/2021","16,562.06","16,434.93","16,565.91","16,404.05","","0.03%"
"03/23/2021","16,556.53","16,550.99","16,621.31","16,491.17","","-0.39%"
"03/22/2021","16,621.09","16,599.83","16,673.29","16,552.10","","-0.49%"
"03/19/2021","16,702.91","16,767.43","16,841.27","16,662.98","","-1.07%"
"03/18/2021","16,883.45","16,920.82","16,939.48","16,832.00","","0.13%"
"03/17/2021","16,861.23","16,843.10","16,882.23","16,812.81","","-0.01%"
"03/16/2021","16,862.95","16,848.93","16,878.97","16,805.39","","0.32%"
"03/15/2021","16,808.75","16,900.97","16,956.97","16,760.24","","-0.17%"
"03/12/2021","16,838.21","16,793.88","16,838.21","16,757.06","","0.21%"
"03/11/2021","16,802.58","16,720.16","16,802.58","16,695.81","","0.72%"
"03/10/2021","16,682.27","16,472.36","16,690.83","16,464.49","","1.11%"
"03/09/2021","16,499.64","16,439.17","16,535.40","16,417.11","","0.37%"
"03/08/2021","16,438.43","16,215.45","16,464.92","16,149.00","","2.08%"
"03/05/2021","16,103.30","16,136.25","16,256.20","16,028.00","","-0.82%"
"03/04/2021","16,236.98","16,153.67","16,276.09","16,145.13","","0.01%"
"03/03/2021","16,235.35","16,266.37","16,350.54","16,120.04","","0.35%"
"03/02/2021","16,178.72","16,080.95","16,251.14","16,077.89","","0.30%"
"03/01/2021","16,130.96","16,069.99","16,163.17","16,055.81","","1.57%"
"02/26/2021","15,881.56","15,916.26","16,062.01","15,839.88","","-1.39%"
"02/25/2021","16,106.20","16,219.90","16,246.74","16,106.20","","-0.24%"
"02/24/2021","16,145.42","16,065.32","16,162.59","16,034.66","","0.31%"
"02/23/2021","16,094.91","16,098.82","16,164.69","15,933.63","","0.22%"
"02/22/2021","16,060.38","15,976.92","16,085.99","15,882.28","","-0.11%"
"02/19/2021","16,077.41","15,976.15","16,108.99","15,966.80","","0.79%"
"02/18/2021","15,951.47","16,033.40","16,092.60","15,929.90","","-0.65%"
"02/17/2021","16,055.93","16,045.25","16,123.95","16,019.74","","-0.36%"
"02/16/2021","16,113.54","16,141.12","16,145.25","16,064.61","","0.00%"
"02/15/2021","16,112.75","15,962.54","16,154.90","15,934.29","","1.45%"
"02/12/2021","15,882.81","15,737.99","15,886.57","15,672.05","","0.60%"
"02/11/2021","15,788.55","15,830.66","15,850.32","15,752.28","","-0.02%"
"02/10/2021","15,791.27","15,926.38","15,926.38","15,721.31","","-0.36%"
"02/09/2021","15,849.02","15,882.40","15,882.40","15,801.37","","0.10%"
"02/08/2021","15,833.69","15,841.05","15,912.43","15,799.15","","0.47%"
"02/05/2021","15,759.13","15,702.00","15,797.49","15,671.65","","0.90%"
"02/04/2021","15,617.91","15,506.09","15,632.96","15,501.05","","0.82%"
"02/03/2021","15,491.24","15,623.62","15,667.66","15,466.27","","0.00%"
"02/02/2021","15,491.40","15,345.23","15,523.87","15,341.38","","1.86%"
"02/01/2021","15,208.93","15,152.56","15,264.60","15,120.12","","1.16%"
"01/29/2021","15,034.98","15,097.15","15,245.49","15,034.98","","-2.02%"
"01/28/2021","15,344.94","15,058.73","15,387.91","14,979.33","","0.93%"
"01/27/2021","15,203.21","15,364.48","15,442.22","15,041.16","","-1.16%"
"01/26/2021","15,381.16","15,241.17","15,469.60","15,235.16","","0.93%"
"01/25/2021","15,238.70","15,537.67","15,550.92","15,185.44","","-1.57%"
"01/22/2021","15,481.55","15,507.45","15,520.91","15,347.51","","-0.56%"
"01/21/2021","15,568.46","15,761.95","15,777.86","15,565.71","","-0.67%"
"01/20/2021","15,673.31","15,637.04","15,722.38","15,601.04","","0.53%"
"01/19/2021","15,590.24","15,727.06","15,747.86","15,572.40","","-0.32%"
"01/18/2021","15,639.88","15,549.64","15,643.11","15,548.89","","0.10%"
"01/15/2021","15,624.34","15,727.40","15,748.98","15,490.84","","-1.22%"
"01/14/2021","15,817.72","15,764.89","15,843.74","15,749.81","","0.33%"
"01/13/2021","15,766.29","15,728.12","15,811.97","15,713.61","","0.21%"
"01/12/2021","15,733.73","15,792.83","15,811.94","15,694.14","","-0.20%"
"01/11/2021","15,765.62","15,827.52","15,881.62","15,673.82","","-0.78%"
"01/08/2021","15,889.40","15,902.49","15,931.17","15,803.84","","0.65%"
"01/07/2021","15,786.29","15,733.91","15,840.38","15,673.91","","0.70%"
"01/06/2021","15,677.02","15,594.61","15,726.62","15,462.03","","1.19%"
"01/05/2021","15,493.26","15,484.89","15,602.01","15,398.24","","-0.44%"
"01/04/2021","15,561.07","15,630.81","15,748.59","15,502.56","","0.81%"
"12/31/2020","15,436.40","15,497.00","15,568.53","15,436.40","","-0.86%"
"12/30/2020","15,569.87","15,581.86","15,642.71","15,555.15","","-0.22%"
"12/29/2020","15,604.29","15,599.69","15,642.48","15,581.91","","0.42%"
"12/28/2020","15,539.20","15,465.96","15,574.30","15,426.65","","1.20%"
"12/24/2020","15,354.66","15,411.61","15,420.43","15,340.75","","-0.10%"
"12/23/2020","15,370.17","15,216.02","15,402.34","15,215.72","","1.14%"
"12/22/2020","15,197.05","15,042.21","15,227.67","15,042.21","","1.36%"
"12/21/2020","14,992.70","14,990.49","15,072.65","14,751.51","","-2.43%"
"12/18/2020","15,366.58","15,383.07","15,517.02","15,342.46","","-0.39%"
"12/17/2020","15,426.67","15,508.22","15,526.89","15,421.47","","0.03%"
"12/16/2020","15,421.72","15,432.21","15,538.69","15,332.28","","0.31%"
"12/15/2020","15,373.44","15,349.76","15,471.33","15,336.62","","0.04%"
"12/14/2020","15,366.57","15,420.66","15,503.72","15,366.57","","0.37%"
"12/11/2020","15,309.90","15,367.13","15,380.11","15,195.96","","-0.76%"
"12/10/2020","15,426.94","15,452.81","15,491.28","15,320.82","","0.05%"
"12/09/2020","15,419.08","15,539.60","15,565.21","15,416.62","","-0.23%"
"12/08/2020","15,454.00","15,434.89","15,492.62","15,346.18","","-0.23%"
"12/07/2020","15,489.32","15,548.00","15,551.67","15,383.89","","-0.58%"
"12/04/2020","15,579.56","15,482.27","15,600.31","15,482.27","","0.62%"
"12/03/2020","15,482.95","15,502.87","15,509.99","15,404.96","","-0.15%"
"12/02/2020","15,506.97","15,451.54","15,514.90","15,414.70","","0.02%"
"12/01/2020","15,503.16","15,394.39","15,525.47","15,357.70","","1.19%"
"11/30/2020","15,320.71","15,447.33","15,546.65","15,320.71","","-1.42%"
"11/27/2020","15,541.78","15,444.22","15,582.25","15,426.41","","0.56%"
"11/26/2020","15,454.62","15,517.34","15,526.88","15,435.01","","-0.08%"
"11/25/2020","15,467.11","15,485.66","15,518.65","15,394.17","","0.23%"
"11/24/2020","15,431.41","15,397.12","15,476.55","15,369.33","","1.21%"
"11/23/2020","15,247.41","15,390.88","15,424.20","15,247.41","","-0.07%"
"11/20/2020","15,257.78","15,169.24","15,336.54","15,162.03","","0.39%"
"11/19/2020","15,198.87","15,152.67","15,241.76","15,128.88","","-0.67%"
"11/18/2020","15,300.99","15,180.85","15,327.55","15,136.28","","0.52%"
"11/17/2020","15,222.01","15,181.17","15,233.97","15,106.14","","0.21%"
"11/16/2020","15,190.03","15,076.47","15,321.72","14,997.99","","1.70%"
"11/13/2020","14,936.49","14,834.24","15,022.45","14,834.02","","0.33%"
"11/12/2020","14,887.68","14,975.96","15,050.99","14,848.96","","-1.52%"
"11/11/2020","15,117.09","15,085.02","15,166.36","15,015.64","","0.48%"
"11/10/2020","15,044.24","14,856.41","15,100.09","14,789.54","","1.55%"
"11/09/2020","14,814.79","13,983.58","14,956.85","13,940.32","","7.57%"
"11/06/2020","13,772.49","13,781.87","13,874.83","13,645.78","","-0.46%"
"11/05/2020","13,836.65","13,759.01","13,876.06","13,720.59","","1.24%"
"11/04/2020","13,666.91","13,149.44","13,677.22","13,132.38","","2.44%"
"11/03/2020","13,341.43","13,170.00","13,359.98","13,132.16","","2.44%"
"11/02/2020","13,023.62","12,812.11","13,062.41","12,720.25","","2.11%"
"10/30/2020","12,754.63","12,546.76","12,775.44","12,546.76","","0.54%"
"10/29/2020","12,686.41","12,690.46","12,789.26","12,527.89","","-0.03%"
"10/28/2020","12,690.44","12,868.30","12,883.42","12,552.99","","-3.37%"
"10/27/2020","13,133.34","13,378.55","13,378.55","13,114.03","","-1.77%"
"10/26/2020","13,370.62","13,449.80","13,592.76","13,368.69","","-1.90%"
"10/23/2020","13,630.24","13,446.01","13,699.85","13,445.61","","1.20%"
"10/22/2020","13,468.51","13,410.36","13,531.01","13,280.46","","-0.05%"
"10/21/2020","13,475.62","13,729.33","13,729.33","13,461.92","","-1.53%"
"10/20/2020","13,684.77","13,694.73","13,793.95","13,643.70","","-0.27%"
"10/19/2020","13,721.79","13,757.25","13,862.76","13,552.00","","0.14%"
"10/16/2020","13,703.04","13,614.87","13,763.38","13,536.18","","2.04%"
"10/15/2020","13,429.74","13,528.60","13,551.60","13,349.67","","-2.11%"
"10/14/2020","13,719.13","13,760.86","13,784.82","13,682.41","","-0.12%"
"10/13/2020","13,735.66","13,815.25","13,816.54","13,682.99","","-0.64%"
"10/12/2020","13,823.61","13,749.14","13,876.96","13,725.62","","0.66%"
"10/09/2020","13,733.42","13,674.02","13,753.45","13,653.60","","0.71%"
"10/08/2020","13,636.62","13,632.59","13,703.54","13,539.91","","0.61%"
"10/07/2020","13,553.51","13,571.51","13,646.86","13,507.03","","-0.27%"
"10/06/2020","13,590.86","13,552.95","13,674.85","13,465.67","","0.48%"
"10/05/2020","13,525.39","13,502.50","13,539.24","13,443.18","","0.97%"
"10/02/2020","13,394.94","13,240.98","13,394.94","13,207.08","","0.02%"
"10/01/2020","13,392.60","13,465.22","13,525.26","13,339.09","","0.43%"
"09/30/2020","13,335.41","13,306.94","13,475.84","13,277.80","","-0.59%"
"09/29/2020","13,414.90","13,417.10","13,455.31","13,343.76","","-0.23%"
"09/28/2020","13,445.99","13,342.89","13,464.59","13,293.04","","2.40%"
"09/25/2020","13,130.58","13,200.28","13,209.26","12,954.84","","-0.54%"
"09/24/2020","13,201.62","13,155.83","13,324.15","13,150.12","","-0.83%"
"09/23/2020","13,311.48","13,372.21","13,503.29","13,311.48","","0.62%"
"09/22/2020","13,229.95","13,331.75","13,380.07","13,229.95","","-0.40%"
"09/21/2020","13,283.17","13,720.35","13,720.35","13,247.59","","-3.74%"
"09/18/2020","13,798.83","13,958.93","13,973.88","13,798.83","","-1.22%"
"09/17/2020","13,968.81","13,875.66","14,007.12","13,847.27","","-0.69%"
"09/16/2020","14,065.61","14,041.59","14,112.99","13,941.27","","0.13%"
"09/15/2020","14,047.62","14,017.04","14,103.22","13,956.63","","0.32%"
"09/14/2020","14,003.14","14,058.53","14,101.91","13,956.10","","0.35%"
"09/11/2020","13,953.95","13,900.82","14,007.97","13,853.39","","0.20%"
"09/10/2020","13,925.65","13,968.76","14,033.65","13,875.51","","-0.38%"
"09/09/2020","13,978.46","13,805.23","14,021.04","13,785.55","","1.43%"
"09/08/2020","13,781.35","14,001.25","14,025.42","13,675.67","","-1.59%"
"09/07/2020","14,003.58","13,798.99","14,033.84","13,798.99","","1.81%"
"09/04/2020","13,754.95","13,781.59","14,042.53","13,654.44","","-0.89%"
"09/03/2020","13,878.08","14,058.50","14,215.72","13,802.78","","-0.44%"
"09/02/2020","13,939.63","13,767.54","14,023.51","13,739.90","","1.90%"
"09/01/2020","13,680.24","13,780.86","13,833.86","13,554.83","","-0.18%"
"08/31/2020","13,705.50","13,966.23","14,038.86","13,691.52","","-1.11%"
"08/28/2020","13,859.87","13,938.45","13,939.06","13,770.39","","-0.26%"
"08/27/2020","13,895.96","13,996.49","13,996.49","13,866.84","","-0.64%"
"08/26/2020","13,985.90","13,828.53","13,990.50","13,790.59","","0.80%"
"08/25/2020","13,874.63","13,915.59","14,055.63","13,874.63","","0.01%"
"08/24/2020","13,873.56","13,709.63","13,889.68","13,709.63","","2.28%"
"08/21/2020","13,564.50","13,651.17","13,683.42","13,405.92","","-0.30%"
"08/20/2020","13,605.83","13,615.39","13,679.82","13,541.85","","-1.33%"
"08/19/2020","13,788.65","13,671.05","13,788.65","13,623.24","","0.79%"
"08/18/2020","13,680.11","13,718.69","13,855.29","13,641.59","","-0.68%"
"08/17/2020","13,773.99","13,775.79","13,839.38","13,679.18","","0.18%"
"08/14/2020","13,749.01","13,904.23","13,904.23","13,634.47","","-1.58%"
"08/13/2020","13,969.13","14,005.26","14,070.62","13,955.74","","-0.61%"
"08/12/2020","14,054.81","13,900.84","14,119.14","13,881.64","","0.90%"
"08/11/2020","13,929.27","13,719.88","13,996.11","13,710.57","","2.41%"
"08/10/2020","13,601.03","13,589.28","13,678.93","13,515.33","","0.41%"
"08/07/2020","13,545.66","13,500.15","13,564.19","13,419.27","","0.09%"
"08/06/2020","13,533.48","13,628.45","13,718.36","13,466.59","","-0.98%"
"08/05/2020","13,667.03","13,621.68","13,725.93","13,595.21","","0.90%"
"08/04/2020","13,545.66","13,590.37","13,632.31","13,454.60","","0.28%"
"08/03/2020","13,508.01","13,289.50","13,573.35","13,196.80","","1.93%"
"07/31/2020","13,252.47","13,481.16","13,582.71","13,252.47","","-1.43%"
"07/30/2020","13,444.32","13,718.95","13,719.81","13,300.47","","-2.13%"
"07/29/2020","13,737.41","13,709.00","13,792.15","13,700.95","","0.60%"
"07/28/2020","13,654.85","13,658.06","13,713.24","13,557.02","","-0.22%"
"07/27/2020","13,684.44","13,697.41","13,734.74","13,638.92","","-0.34%"
"07/24/2020","13,731.02","13,778.94","13,802.19","13,645.07","","-1.54%"
"07/23/2020","13,945.23","14,031.01","14,084.34","13,904.93","","-0.07%"
"07/22/2020","13,954.54","14,124.53","14,126.78","13,930.60","","-1.32%"
"07/21/2020","14,140.62","14,211.24","14,330.92","14,121.59","","0.22%"
"07/20/2020","14,109.85","14,013.72","14,130.94","13,893.58","","0.47%"
"07/17/2020","14,044.04","14,095.51","14,104.18","13,976.59","","-0.31%"
"07/16/2020","14,087.96","14,063.70","14,142.94","13,985.58","","-0.46%"
"07/15/2020","14,153.62","13,978.93","14,254.34","13,960.28","","2.03%"
"07/14/2020","13,872.37","13,825.41","13,872.37","13,690.50","","-0.85%"
"07/13/2020","13,990.62","13,907.52","14,002.24","13,780.02","","1.73%"
"07/10/2020","13,753.34","13,535.11","13,764.10","13,509.89","","1.01%"
"07/09/2020","13,616.46","13,853.07","13,876.12","13,590.33","","-1.21%"
"07/08/2020","13,782.82","13,848.35","13,947.10","13,751.55","","-1.22%"
"07/07/2020","13,953.12","13,981.60","13,988.44","13,857.30","","-0.56%"
"07/06/2020","14,031.46","14,117.04","14,142.49","13,969.50","","1.49%"
"07/03/2020","13,826.09","13,962.75","13,978.85","13,757.41","","-0.75%"
"07/02/2020","13,930.79","13,692.86","13,995.15","13,675.01","","2.50%"
"07/01/2020","13,591.32","13,626.77","13,691.77","13,382.93","","-0.15%"
"06/30/2020","13,611.91","13,675.19","13,698.38","13,518.05","","-0.19%"
"06/29/2020","13,638.01","13,477.68","13,726.60","13,422.88","","0.88%"
"06/26/2020","13,518.45","13,518.45","13,518.45","13,518.45","","-0.18%"
"06/25/2020","13,543.06","13,382.21","13,607.45","13,202.94","","0.97%"
"06/24/2020","13,413.04","13,727.68","13,778.38","13,413.04","","-2.92%"
"06/23/2020","13,815.95","13,692.69","13,894.69","13,664.40","","1.48%"
"06/22/2020","13,614.29","13,557.36","13,773.01","13,485.97","","-0.62%"
"06/19/2020","13,698.58","13,748.33","13,866.46","13,698.58","","0.42%"
"06/18/2020","13,641.64","13,695.42","13,802.37","13,503.66","","-0.74%"
"06/17/2020","13,744.03","13,624.63","13,828.95","13,624.63","","0.88%"
"06/16/2020","13,624.33","13,542.71","13,773.79","13,445.78","","2.84%"
"06/15/2020","13,248.15","12,976.52","13,319.16","12,907.27","","-0.49%"
"06/12/2020","13,312.92","13,133.67","13,592.23","13,092.57","","0.49%"
"06/11/2020","13,247.81","13,551.39","13,634.88","13,247.81","","-4.71%"
"06/10/2020","13,902.06","14,084.85","14,174.50","13,874.98","","-0.82%"
"06/09/2020","14,016.75","14,269.80","14,314.71","13,901.49","","-1.55%"
"06/08/2020","14,237.97","14,193.36","14,342.92","14,132.56","","-0.42%"
"06/05/2020","14,297.54","13,921.05","14,302.65","13,921.05","","3.71%"
"06/04/2020","13,786.42","13,737.46","13,898.56","13,662.19","","-0.21%"
"06/03/2020","13,815.03","13,509.94","13,826.21","13,505.95","","3.38%"
"06/02/2020","13,363.01","13,200.55","13,421.24","13,187.91","","2.05%"
"06/01/2020","13,094.00","13,132.32","13,146.91","12,980.90","","1.47%"
"05/29/2020","12,904.55","13,010.48","13,106.31","12,904.33","","-1.59%"
"05/28/2020","13,113.30","12,966.87","13,148.19","12,921.27","","1.77%"
"05/27/2020","12,885.05","12,701.00","12,948.94","12,680.78","","1.79%"
"05/26/2020","12,658.33","12,609.02","12,695.70","12,569.41","","1.46%"
"05/25/2020","12,476.06","12,318.38","12,476.06","12,233.26","","2.15%"
"05/22/2020","12,214.02","12,041.61","12,298.63","12,005.83","","-0.02%"
"05/21/2020","12,216.46","12,212.26","12,361.09","12,171.98","","-1.15%"
"05/20/2020","12,358.06","12,186.69","12,365.79","12,081.11","","0.87%"
"05/19/2020","12,251.39","12,465.50","12,465.50","12,149.57","","-0.89%"
"05/18/2020","12,361.81","11,984.47","12,390.68","11,967.16","","5.16%"
"05/15/2020","11,755.29","11,857.90","11,915.06","11,693.61","","0.11%"
"05/14/2020","11,742.92","11,800.28","11,853.20","11,527.04","","-1.65%"
"05/13/2020","11,940.29","12,147.90","12,154.05","11,917.23","","-2.85%"
"05/12/2020","12,290.79","12,293.34","12,364.66","12,239.00","","-0.37%"
"05/11/2020","12,336.01","12,530.76","12,554.26","12,253.76","","-1.18%"
"05/08/2020","12,483.54","12,451.85","12,512.47","12,401.07","","1.07%"
"05/07/2020","12,351.29","12,227.80","12,358.13","12,185.38","","1.54%"
"05/06/2020","12,164.54","12,303.86","12,303.86","12,143.66","","-1.11%"
"05/05/2020","12,301.05","12,225.97","12,326.78","12,127.93","","2.54%"
"05/04/2020","11,996.45","12,091.76","12,131.60","11,952.48","","-3.90%"
"04/30/2020","12,482.89","12,813.49","12,885.75","12,435.72","","-2.12%"
"04/29/2020","12,752.98","12,466.79","12,774.33","12,429.98","","2.22%"
"04/28/2020","12,476.36","12,306.10","12,564.12","12,268.10","","1.44%"
"04/27/2020","12,299.01","12,229.67","12,299.01","12,142.85","","2.55%"
"04/24/2020","11,993.42","11,976.26","12,144.69","11,919.10","","-1.30%"
"04/23/2020","12,150.90","12,148.69","12,273.47","12,000.06","","0.89%"
"04/22/2020","12,043.89","11,963.07","12,059.64","11,906.40","","1.25%"
"04/21/2020","11,895.54","12,195.76","12,222.56","11,895.54","","-3.72%"
"04/20/2020","12,355.47","12,363.76","12,363.76","12,076.99","","0.65%"
"04/17/2020","12,275.53","12,198.89","12,416.79","12,180.26","","3.42%"
"04/16/2020","11,869.40","12,011.88","12,056.28","11,784.10","","-0.08%"
"04/15/2020","11,879.12","12,310.62","12,347.82","11,829.64","","-3.76%"
"04/14/2020","12,343.47","12,424.36","12,490.62","12,271.57","","0.38%"
"04/09/2020","12,296.92","12,311.81","12,397.45","12,030.05","","1.44%"
"04/08/2020","12,122.04","11,998.19","12,122.04","11,822.83","","0.10%"
"04/07/2020","12,109.81","12,249.33","12,353.55","11,948.84","","2.12%"
"04/06/2020","11,858.43","11,728.46","11,877.72","11,646.66","","4.61%"
"04/03/2020","11,335.77","11,472.82","11,499.51","11,302.20","","-1.57%"
"04/02/2020","11,516.87","11,579.31","11,638.58","11,304.59","","0.33%"
"04/01/2020","11,479.45","11,623.23","11,641.66","11,422.71","","-4.30%"
"03/31/2020","11,994.80","12,108.47","12,192.35","11,759.05","","0.40%"
"03/30/2020","11,946.74","11,902.03","11,948.49","11,505.23","","0.80%"
"03/27/2020","11,852.30","12,076.89","12,178.82","11,681.18","","-4.23%"
"03/26/2020","12,375.52","11,801.37","12,375.52","11,701.33","","2.51%"
"03/25/2020","12,072.40","11,820.21","12,128.81","11,497.76","","4.47%"
"03/24/2020","11,556.00","11,133.90","11,556.00","10,999.03","","8.47%"
"03/23/2020","10,653.20","10,529.91","11,152.63","10,481.35","","-3.32%"
"03/20/2020","11,019.23","11,068.18","11,183.37","10,843.68","","5.01%"
"03/19/2020","10,493.14","10,434.60","10,639.15","10,045.65","","2.68%"
"03/18/2020","10,219.18","10,629.31","10,638.00","10,141.92","","-5.94%"
"03/17/2020","10,864.04","10,998.89","11,001.97","10,230.51","","2.84%"
"03/16/2020","10,563.81","10,578.39","10,783.02","9,885.05","","-5.75%"
"03/13/2020","11,208.10","11,523.83","12,079.39","11,036.19","","1.83%"
"03/12/2020","11,006.43","11,905.64","11,986.17","10,956.43","","-12.28%"
"03/11/2020","12,546.76","12,835.19","12,970.64","12,527.17","","-0.57%"
"03/10/2020","12,618.52","12,983.23","13,402.94","12,560.15","","-1.51%"
"03/09/2020","12,812.56","13,186.38","13,235.55","12,767.08","","-8.39%"
"03/06/2020","13,986.07","14,298.25","14,380.60","13,927.45","","-4.14%"
"03/05/2020","14,590.22","14,942.44","14,952.33","14,503.52","","-1.90%"
"03/04/2020","14,872.69","14,697.25","14,949.85","14,580.01","","1.33%"
"03/03/2020","14,677.50","14,718.25","14,993.47","14,618.96","","1.12%"
"03/02/2020","14,514.57","14,739.11","14,777.27","14,144.60","","0.44%"
"02/28/2020","14,450.31","14,452.82","14,630.31","14,231.67","","-3.38%"
"02/27/2020","14,955.66","15,162.83","15,277.11","14,753.49","","-3.32%"
"02/26/2020","15,469.86","15,365.35","15,531.81","15,038.77","","0.09%"
"02/25/2020","15,456.62","15,853.09","15,861.51","15,432.22","","-1.94%"
"02/24/2020","15,761.94","15,990.50","16,014.99","15,689.28","","-3.94%"
"02/21/2020","16,409.21","16,423.68","16,511.45","16,315.11","","-0.54%"
"02/20/2020","16,497.88","16,614.55","16,630.26","16,497.88","","-0.80%"
"02/19/2020","16,631.07","16,562.67","16,631.53","16,526.08","","0.90%"
"02/18/2020","16,482.97","16,443.68","16,544.68","16,437.03","","-0.48%"
"02/17/2020","16,562.24","16,544.77","16,569.45","16,505.00","","0.27%"
